Bestellung,Weinkarte Pos.,Klassifizierung,Jahrgang,Name,Hersteller,Gebiet,Lieferant,Ek-Preis,Aufschlag,MwSt.,VK-Preis kalk.,VK-Preise berechnet neu,VK-Preise Weinkarte ab 14.06.2020,Önothekenpreis,, Preis Glas ,Lager Start,Zugang/arrivi2023,Abgang,Lager,,W52,W01,W02,W03,W04,W05,W06,W07,W08,W09,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23/24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W52 u W01,,W02,W03,W04,W05,W06,W07,W08
,200,Österreich,2017,Riesling federspiel,Weingut Knoll,Wachau,WD, 17.90 € , 30.00 € , 4.79 € , 52.69 € , 53.00 € , 52.00 € , 36.03 € ,-1.00 €, € 8.67 ,0,,0,0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,201,Deutschland,2020,"Riesling Himmelreich Kabinett 16,95",Markus Molitor,Mosel,Akos, 21.50 € , 30.00 € , 5.15 € , 56.65 € , 57.00 € , 55.00 € , 43.28 € ,-2.00 €, € 9.17 ,,7,5,2 ,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,1,1,,1,,,1,,,,,,,
,202,Deutschland,2020,Riesling Trabener Würzgarten Kabinett Feinherb,Martin Müllen,Mosel,Michl, 17.80 € , 30.00 € , 4.78 € , 52.58 € , 53.00 € , 52.00 € , 35.83 € ,-1.00 €, € 8.67 ,7,,7,0 ,,1,,1,1,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,203,Amerika,2017,Chardonnay Santa Barbara,Joel Gott,California,Michl, 21.80 € , 30.00 € , 5.18 € , 56.98 € , 57.00 € , 57.00 € , 43.88 € ,0.00 €, € 9.50 ,2,,1,1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
,204,Amerika,2018,Chardonnay,Sandhi,California,Michl, 31.15 € , 30.00 € , 6.12 € , 67.27 € , 67.00 € , 67.00 € , 62.70 € ,0.00 €, € 11.17 ,6,,4,2 ,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,
,205,Frankreich,2021,Chablis Bearoy 1er Cru,Geoffroy,Frankreich,Cuzziol, 22.50 € , 30.00 € , 5.25 € , 57.75 € , 58.00 € , 58.00 € , 45.29 € ,0.00 €, € 9.67 ,,12,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,1,,,,,,,,,2,,,,2,,,,,,
,206,Frankreich,2020,Borgogne Les Sétilles,Olivier Leflaive,Frankreich,WD, 30.40 € , 30.00 € , 6.04 € , 66.44 € , 66.00 € , 70.00 € , 61.20 € ,4.00 €, € 11.67 ,8,6,4,10,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,207,Frankreich,2018/19,Meursault Charrons,Michel bouzereau,Frankreich,WD, 52.20 € , 40.00 € , 9.22 € , 101.42 € , 101.00 € , 98.00 € , 105.08 € ,-3.00 €, € 16.33 ,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,208,Frankreich,2021,Pouilly Fumé Cuvee riquette ,Domaine de Bel Air,Frankreich,Cuzziol, 16.50 € , 25.00 € , 4.15 € , 45.65 € , 46.00 € , 46.00 € , 33.21 € ,0.00 €, € 7.67 ,9,,3,6,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,209,Frankreich,2021,Pouilly Fumé,Ladoucette,Frankreich,WD, 24.90 € , 30.00 € , 5.49 € , 60.39 € , 60.00 € , 60.00 € , 50.12 € ,0.00 €, € 10.00 ,7,6,5,8,,,,,,,1,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,210,Frankreich,2015/15,Sancerre Etienne Silex,H Bourgois,Frankreich,WD, 47.90 € , 35.00 € , 8.29 € , 91.19 € , 91.00 € , 89.00 € , 96.42 € ,-2.00 €, € 14.83 ,7,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,211,Frankreich,2015/16,Clos David Chenin Blanc,Arnaud Lambert,Frankreich,Cuzziol, 21.50 € , 30.00 € , 5.15 € , 56.65 € , 57.00 € , 57.00 € , 43.28 € ,0.00 €, € 9.50 ,7,,4,3,,1,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,212,Frankreich,2018,Chassagne Montrachet Les Fairendes 1er Cru,Domaine Coffinet-Duvernay,Frankreich,Cuzziol, 56.50 € , 45.00 € , 10.15 € , 111.65 € , 112.00 € , 112.00 € , 113.73 € ,0.00 €, € 18.67 ,3,,1,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,213,Frankreich,2021,Viré Clessé,Comte Lafon,Frankreich,Cuzziol, 27.00 € , 30.00 € , 5.70 € , 62.70 € , 63.00 € , 65.00 € , 54.35 € ,2.00 €, € 10.83 ,5,12,6,11,,1,,,,1,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
,214,Frankreich,2020,Mercurey Les Rochelles,Domaine Mia,Frankreich,Cuzziol, 28.50 € , 30.00 € , 5.85 € , 64.35 € , 64.00 € , 64.00 € , 57.37 € ,0.00 €, € 10.67 ,,6,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,215,Vernatsch,2020,Isarcus ,Griesbauerhof,Bozen,O, 12.60 € , 25.00 € , 3.76 € , 41.36 € , 41.00 € , 40.00 € , 25.36 € ,-1.00 €, € 6.67 ,6,,4,2,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
,216,Vernatsch,2020,Vernatsch 69` ,Rielinger,Bozen,WD, 13.10 € , 25.00 € , 3.81 € , 41.91 € , 42.00 € , 40.00 € , 26.37 € ,-2.00 €, € 6.67 ,7,42,35,14,,3,1,,,,2,,2,,2,,2,,,,,,,,,3,,5,1,,,2,,,1,1,,4,,,1,1,,,,1,,,,,1,1,,,2,2,,,,,,
,216.5,Vernatsch,2022,Mitter Vernatsch,Hartmann Dona,Bozen,Akos, 14.00 € , 25.00 € , 3.90 € , 42.90 € , 43.00 € , 42.00 € , 28.18 € ,-1.00 €, € 7.00 ,,66,3,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,
,217,Vernatsch,2019,Upupa rot,Weingut Abraham,Überetsch,WD, 11.80 € , 25.00 € , 3.68 € , 40.48 € , 40.00 € , 38.00 € , 23.75 € ,-2.00 €, € 6.33 ,2,,3,-1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,218,Vernatsch,2020,Hoamet,Bergmannhof,Überetsch,WD, 14.50 € , 25.00 € , 3.95 € , 43.45 € , 43.00 € , 41.00 € , 29.19 € ,-2.00 €, € 6.83 ,13,18,15,16,,,1,,,1,1,,,,2,,,,,,,,,,,,,,,,,1,,,,,2,,,,1,3,,,,,,3,,1,,,,,,,,,,,,
,219,Vernatsch,2012,Dona Rouge,Weingut Hartmann Donà,Überetsch,Akos, 19.95 € , 30.00 € , 5.00 € , 54.95 € , 55.00 € , 53.00 € , 40.16 € ,-2.00 €, € 8.83 ,8,13,14,7,,2,1,,,,,,,2,1,1,,,,,,,,,,,,,1,,,,,,2,,,,,1,,,1,,,,,1,,,,1,,,,,,,,,,
,220,Vernatsch,2018,Sankt Anna,Weingut in der Eben,Bozen,WD, 10.90 € , 25.00 € , 3.59 € , 39.49 € , 39.00 € , 36.00 € , 21.94 € ,-3.00 €, € 6.00 ,5,,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,221,Vernatsch,2020,"Gschleier - Magnum 28,60€",Kellerei Girlan,beato me,FW, 12.80 € , 25.00 € , 3.78 € , 41.58 € , 42.00 € , 40.00 € , 25.77 € ,-2.00 €, € 6.67 ,27,18,41,4,,1,2,1,2,1,2,5,3,1,2,4,4,,,,,,,,,,,,,,,,,,,1,3,2,,1,,2,,1,,1,,,,3,1,,,,2,,,,,,,
,222,Vernatsch,2020,Erbe und auftrag,Andi Sölva,Überetsch,Michl, 17.90 € , 30.00 € , 4.79 € , 52.69 € , 53.00 € , 53.00 € , 36.03 € ,0.00 €, € 8.83 ,6,,6,0,,1,,,,,,1,1,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,223,Vernatsch,2018,Campill,Weingut Pranzegg,Bozen,Karner, 16.12 € , 25.00 € , 4.11 € , 45.23 € , 45.00 € , 44.00 € , 32.45 € ,-1.00 €, € 7.33 ,4,24,12,16,,,,,,,,1,,,1,2,,,,,,,,,1,,,1,,,,,,,1,,1,1,1,1,,,,,,,,,1,,,,,,1,,,,,,,
,224,Vernatsch,2022,Vino rosso leggero,Weingut Pranzegg,Bozen,Karner, 11.10 € , 25.00 € , 3.61 € , 39.71 € , 40.00 € , 38.00 € , 22.34 € ,-2.00 €, € 6.33 ,,6,8,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,5,1,,1,,,,,,,,,,,,,,
,224,Vernatsch,2018,Kalterersee Auslese Römigberg,Weingut Alois Lageder,Überetsch,O, 9.54 € , 25.00 € , 3.45 € , 37.99 € , 38.00 € , 36.00 € , 19.20 € ,-2.00 €, € 6.00 ,3,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,225,Vernatsch,2018,Kalterersee Auslese Leuchtenberg,Kellerei Kaltern,Überetsch,FW, 6.90 € , 25.00 € , 3.19 € , 35.09 € , 35.00 € , 33.00 € , 13.89 € ,-2.00 €, € 5.50 ,3,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,226,Vernatsch,2017,Kalterersee Auslese Kalkofen,Weingut Baron di Pauli,Überetsch,FW, 9.60 € , 25.00 € , 3.46 € , 38.06 € , 38.00 € , 36.00 € , 19.32 € ,-2.00 €, € 6.00 ,3,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,227,St. Magdalener,2021,"Magdalener klassisch HUB - 1,5  31,5",Untermoserhof - Georg Ramoser,Bozen,FW, 14.15 € , 25.00 € , 3.92 € , 43.07 € , 43.00 € , 43.00 € , 28.48 € ,0.00 €, € 7.17 ,14,38,40,12,,3,,1,,2,,,1,3,1,,2,,,,,,,,2,,,,1,1,,,,,,2,1,1,1,6,,1,2,,1,1,,2,1,,,,,,5,,,,,,,
,228,St. Magdalener,2022,Magdalener Vigna Premstrallerhof,Rottensteiner,Bozen,WD, 8.60 € , 25.00 € , 3.36 € , 36.96 € , 37.00 € , 36.00 € , 17.31 € ,-1.00 €, € 6.00 ,,96,62,34,,,1,1,2,3,,,1,2,1,1,,,,,,,,,1,1,1,2,3,6,,1,1,1,4,2,2,2,,5,,3,,1,3,,,3,2,3,1,5,2,,1,,,,,,,
,229,St. Magdalener,2021,Gran Marie Magdalener klassisch ,Weingut Fliederhof,Bozen,WD, 16.50 € , 25.00 € , 4.15 € , 45.65 € , 46.00 € , 46.00 € , 33.21 € ,0.00 €, € 7.67 ,6,28,25,9,,1,3,3,1,,,1,,3,1,,,,,,,,,,2,,,,,,,1,,,,,1,,5,1,,,,,1,,,,,1,2,,,,1,,,,,,,
18,230,Piwi,2022,Prior Rot,Wingut Edmund Pomella,Bozen,Pomella, 12.30 € , 25.00 € , 3.73 € , 41.03 € , 41.00 € , 41.00 € , 24.76 € ,0.00 €, € 6.83 ,,24,,24,,,,2,,2,7,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,,,,,,
,231,Blauburgunder,2020,"Blauburgunder Matan Riserva - Magnum 54,00€",Weingut Pfitscher,Unterland,O, 23.50 € , 30.00 € , 5.35 € , 58.85 € , 59.00 € , 61.00 € , 47.31 € ,2.00 €, € 10.17 ,14,12,18,8,,3,,,,,,,1,,,,,,,,,,,,,1,,,,,,3,,,,1,1,1,,1,,1,1,1,,,,,,,1,1,1,,1,,,,,,,
,237,Blauburgunder,2022,Blauburgunder Fuxleiten,Weingut Pfitscher,Unterland,O, 14.00 € , 25.00 € , 3.90 € , 42.90 € , 43.00 € , 42.00 € , 28.18 € ,-1.00 €, € 7.00 ,-4,120,86,30,,3,1,5,5,5,10,6,1,4,1,4,,,,,,,,,2,,,2,2,,,1,,,4,1,1,2,2,1,1,1,1,4,1,1,7,,,3,1,,,,7,4,,,,,,
,231.2,Blauburgunder,2019,Blauburgunder Vigna das Langenfeld,Weingut Pfitscher,Unterland,WD, 89.00 € , 70.00 € , 15.90 € , 174.90 € , 175.00 € , 180.00 € , 179.16 € ,5.00 €, € 30.00 ,3,,,3,,3,1,5,5,5,10,6,1,4,1,4,,,,,,,,,2,,,2,2,,,1,,,4,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,
,232,Blauburgunder,2019,Blauburgunder ,Weingut Gottardi,Unterland,FW, 17.20 € , 30.00 € , 4.72 € , 51.92 € , 52.00 € , 50.00 € , 34.62 € ,-2.00 €, € 8.33 ,18,138,121,35,,3,,1,1,2,1,2,4,5,4,1,1,,,,,,,,1,3,,7,2,6,4,3,,4,7,2,2,3,5,3,1,2,7,4,5,2,,4,3,6,4,10,8,,1,7,,,,,,
2,233,Blauburgunder,2013,Mazzon Blauburgunder Magnum,Weingut Gottardi,Unterland,FW, 37.50 € , 35.00 € , 7.25 € , 79.75 € , 80.00 € , 85.00 € , 75.49 € ,5.00 €, € 14.17 ,,6,4,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,
,234,Blauburgunder,2017,Blauburgunder Riserva,Weingut Gottardi,Unterland,FW, 29.25 € , 30.00 € , 5.93 € , 65.18 € , 65.00 € , 65.00 € , 58.88 € ,0.00 €, € 10.83 ,2,29,19,12,,2,,,,,,,2,,,,1,,,,,,,,,2,,,,1,,,,,,,,,2,1,,3,1,,,,,2,,,1,,,,2,,,,,,,
2,234,Blauburgunder,2017,"Blauburgunder Riserva 1,5l",Weingut Gottardi,Unterland,FW, 63.00 € , 60.00 € , 12.30 € , 135.30 € , 135.00 € , 135.00 € , 126.82 € ,0.00 €, € 22.50 ,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2,,,,,,
,235,Blauburgunder,2015,Blauburgunder selection,Weingut Gottardi,Unterland,FW, 37.00 € , 35.00 € , 7.20 € , 79.20 € , 79.00 € , 90.00 € , 74.48 € ,11.00 €, € 15.00 ,6,12,9,9,,1,,,,,,1,2,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,
,236,Blauburgunder,2019,Blauburgunder Riserva Mazon,Weingut Hofstätter,Unterland,O, 28.75 € , 30.00 € , 5.88 € , 64.63 € , 65.00 € , 65.00 € , 57.87 € ,0.00 €, € 10.83 ,11,24,16,19,,1,,,1,,,,1,1,,,,,,,,,,,1,,,,3,,,,,,,1,,,,1,,2,,,,,2,,1,1,,,1,,1,,,,,,,
,238,Blauburgunder,2013,Blauburgunder Riserva Oxenreiter,Weingut Steinhaushof,Unterland,WD, 18.50 € , 30.00 € , 4.85 € , 53.35 € , 53.00 € , 50.00 € , 37.24 € ,-3.00 €, € 8.33 ,9,4,8,5,,,,,,,,,1,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,239,Blauburgunder,2015,Blauburgunder Doná Noir ,Weingut Hartmann Donà,Überetsch,Akos, 47.50 € , 40.00 € , 8.75 € , 96.25 € , 96.00 € , 96.00 € , 95.62 € ,0.00 €, € 16.00 ,6,5,6,5 ,,2,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
,240,Blauburgunder,2016,Blauburgunder Riserva limited edition,Weingut Plonerhof,Überetsch,WD, 37.70 € , 40.00 € , 7.77 € , 85.47 € , 85.00 € , 86.00 € , 75.89 € ,1.00 €, € 14.33 ,1,,1,0 ,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,241,Blauburgunder,2019,Blauburgunder Riserva Exklusiv,Weingut Plonerhof,Überetsch,WD, 29.50 € , 30.00 € , 5.95 € , 65.45 € , 65.00 € , 65.00 € , 59.38 € ,0.00 €, € 10.83 ,10,4,7,7 ,,2,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,
,242,Blauburgunder,2019,Blauburgunder Schwarze Madonna,Weingut Klosterhof,Kaltern,WD, 18.50 € , 30.00 € , 4.85 € , 53.35 € , 53.00 € , 53.00 € , 37.24 € ,0.00 €, € 8.83 ,12,12,23,1 ,,1,1,,3,,,,2,1,,,,,,,,,,,1,2,,,,,,,,,1,,,1,,1,1,,,1,1,,1,,,,,,1,,4,,,,,,,
6,243,Blauburgunder,2018,Pinot Nero Riserva Burgum Novum,Weingut Castelfeder,Unterland,WD, 22.00 € , 30.00 € , 5.20 € , 57.20 € , 57.00 € , 58.00 € , 44.29 € ,1.00 €, € 9.67 ,6,23,17,12 ,,,,,,,,,1,,,,2,,,,,,,,,1,,,,,,,,,,,,1,,1,1,,,,,4,1,,,,,3,1,,1,,,,,,,
,244,Blauburgunder,2018,Blauburgunder Art,Weingut Abraham,Überetsch,WD, 45.90 € , 50.00 € , 9.59 € , 105.49 € , 105.00 € , 105.00 € , 92.40 € ,0.00 €, € 17.50 ,8,12,10,10 ,,3,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,1,,,,,,1,,1,,,,,,,,,,
,245,Blauburgunder,2019,Blauburgunder,Weingut Abraham,Überetsch,WD, 24.30 € , 30.00 € , 5.43 € , 59.73 € , 60.00 € , 59.00 € , 48.92 € ,-1.00 €, € 9.83 ,7,30,30,7 ,,3,,,1,1,,1,1,3,1,2,,,,,,,,,,1,,3,1,,,,,,2,,,1,1,1,1,,,1,1,,1,,,,,,1,,2,,,,,,,
,246,Spätburgunder,2015,Blauburgunder Violette,Von winning,Pfalz,Cuzziol, 49.00 € , 35.00 € , 8.40 € , 92.40 € , 92.00 € , 92.00 € , 96.00 € ,0.00 €, € 15.33 ,6,,1,5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
,246.1,Spätburgunder,2021,Pinot Noir ,Gantenbein,Fläsch/Schweiz,FW, 115.00 € , 100.00 € , 21.50 € , 236.50 € , 237.00 € , 260.00 € , 96.00 € ,23.00 €, € 43.33 ,,1,0,1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fertig,247,Spätburgunder,2017/18,Spätburgunder Alte reben,Berhard Huber,Baden,WD, 29.90 € , 30.00 € , 5.99 € , 65.89 € , 66.00 € , 66.00 € , 60.19 € ,0.00 €, € 11.00 ,2,,2,0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
,439,Frühburgunder,2019,Maddalena Nera,Langut Buchner - Rainer Uhl,Wallfahrtsweg Maria Weissenstein,Uhl, 17.08 € , 25.00 € , 4.21 € , 46.29 € , 46.00 € , 46.00 € , 34.38 € ,0.00 €, € 7.67 ,,6,7,-1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,2,1,,,,1,,,,1,1,,,,,,
,248,Blauburgunder,2009,Trattmann riserva,Kellerei Girlan,Eppan,OB, 30.33 € , 30.00 € , 6.03 € , 66.36 € , 75.00 € , 85.00 € , 61.05 € ,10.00 €, € 14.17 ,3,,3,0 ,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,249,Blauburgunder,2019,Curlan riserva,Kellerei Girlan,Eppan,FW, 66.50 € , 70.00 € , 13.65 € , 150.15 € , 75.00 € , 140.00 € , 133.86 € ,65.00 €, € 23.33 ,,4,0,4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,250,Blauburgunder,2019,Vigna Ganger riserva,Kellerei Girlan,Eppan,WD, 88.90 € , 90.00 € , 17.89 € , 196.79 € , 75.00 € , 185.00 € , 178.96 € ,110.00 €, € 30.83 ,,1,0,1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,249,Lagrein,2020,Lagrein Porphyr Riserva,Kellerei Terlan ,Etschtal,Karner, 35.60 € , 40.00 € , 7.56 € , 83.16 € , 83.00 € , 85.00 € , 71.66 € ,2.00 €, € 14.17 ,15,12,19,8 ,,,1,,,,,,,,,,,,,,,,,,2,,,1,,1,,,,,,,4,3,,,1,,1,,1,,2,,,,2,2,,,,,,,,,,
,250,Lagrein,2020,Lagrein Riserva Taber,Kellerei Bozen,Bozen,O, 30.97 € , 30.00 € , 6.10 € , 67.07 € , 67.00 € , 70.00 € , 62.34 € ,3.00 €, € 11.67 ,12,18,15,15 ,,1,,2,,,,,,,,,,,,,,,,,,2,,,,2,1,,,,,,,1,,,,1,,1,2,,,,,,,,1,,1,,,,,,,
,251,Lagrein,2016,Lagrein Riserva Taber Magnum,Kellerei Bozen,Bozen,O, 61.50 € , 60.00 € , 12.15 € , 133.65 € , 134.00 € , 134.00 € , 123.80 € ,0.00 €, € 22.33 ,0,,0,0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,253,Lagrein,2019,Lagrein Mirell ,Ansitz Waldgries,Bozen,Karner, 28.51 € , 30.00 € , 5.85 € , 64.36 € , 64.00 € , 64.00 € , 57.39 € ,0.00 €, € 10.67 ,8,8,15,1 ,,1,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,1,,,2,1,,,,,3,,,2,1,,,,,,
,254,Lagrein,2018,"Lagrein Mirell 1,5l",Ansitz Waldgries,Bozen,Karner, 59.66 € , 50.00 € , 10.97 € , 120.63 € , 121.00 € , 130.00 € , 120.10 € ,9.00 €, € 21.67 ,,1,0,1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,254,Lagrein,2021,Lagrein Riserva,Ansitz Waldgries,Bozen,Karner, 17.50 € , 30.00 € , 4.75 € , 52.25 € , 52.00 € , 50.00 € , 35.23 € ,-2.00 €, € 8.33 ,15,23,23,15 ,,,1,,1,1,,,2,,,2,,,,,,,,,,1,,,1,,,,,,1,1,,,1,1,,,3,,,1,,,1,,,,,,6,,,,,,,
,255,Lagrein,2020,Lagrein Riserva,Abtei Muri-Gries,Bozen,O, 20.90 € , 30.00 € , 5.09 € , 55.99 € , 56.00 € , 60.00 € , 42.07 € ,4.00 €, € 10.00 ,12,53,48,17 ,,4,1,,1,1,3,1,3,,1,7,2,,,,,,,,3,,,1,2,2,,,,,,,1,4,1,,,,,,3,,1,1,1,2,,1,,,4,1,,,,,,
,256,Lagrein,2019,Lagrein Carano Riserva,Weingut Baron di Pauli,Überetsch,FW, 23.85 € , 30.00 € , 5.39 € , 59.24 € , 59.00 € , 59.00 € , 48.01 € ,0.00 €, € 9.83 ,7,60,44,23 ,,,,,1,1,1,3,6,1,1,1,,,,,,,,,,1,,1,2,1,,,,1,2,,2,,1,,1,5,5,,2,,,,2,1,3,3,1,,1,,,,,,,
,257,Lagrein,2020,Lagrein Linticlarus Riserva,Tiefenbrunner,Unterland,FW, 23.75 € , 30.00 € , 5.38 € , 59.13 € , 59.00 € , 59.00 € , 47.81 € ,0.00 €, € 9.83 ,12,12,21,3 ,,1,,,,,1,1,1,1,,,1,,,,,,,,1,1,,2,3,,,,,,1,,1,1,2,,,,,,2,,,,,,1,,,,1,3,,,,,,
,259,Lagrein,2018,Lagrein Riserva bist Herbst 2023 ausverkauft,Nusser,Bozen,WD, 19.60 € , 30.00 € , 4.96 € , 54.56 € , 55.00 € , 53.00 € , 39.45 € ,-2.00 €, € 8.83 ,11,2,13,0 ,,,,,1,2,3,,3,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
,260,Lagrein,2019/20,Lagrein Icona,Weingut Heiner,Bozen,Heiner, 11.50 € , 25.00 € , 3.65 € , 40.15 € , 40.00 € , 38.00 € , 23.15 € ,-2.00 €, € 6.33 ,-4,72,56,12 ,,3,1,,,,5,,4,,1,1,2,,,,,,,,,1,1,,1,,1,1,,,1,1,1,1,3,3,3,4,,2,1,,,1,2,,3,1,,,12,1,,,,,,
,261,Lagrein,2019,Lagrein Burgum Novum ,Weingut Castelfeder,Unterland,WD, 18.50 € , 30.00 € , 4.85 € , 53.35 € , 53.00 € , 51.00 € , 37.24 € ,-2.00 €, € 8.50 ,5,228,180,53 ,,6,4,8,3,2,10,10,8,2,3,10,1,,,,,,,,1,7,1,5,4,2,1,3,,3,2,4,1,8,5,3,8,6,9,5,7,5,,7,5,8,4,1,5,,10,5,,,,,,
,262,Lagrein,2020,Lagrein Riserva Klosteranger,Abtei Muri-Gries,Bozen,WD, 52.00 € , 55.00 € , 10.70 € , 117.70 € , 118.00 € , 118.00 € , 104.68 € ,0.00 €, € 19.67 ,5,24,16,13 ,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,1,1,,2,2,,2,1,,,,,,,1,1,,,3,,,,,,,
,263,Lagrein,2015,Lagrein Riserva Klosteranger (Magnum),Abtei Muri-Gries,Bozen,FW, 104.90 € , 80.00 € , 18.49 € , 203.39 € , 203.00 € , 203.00 € , 211.16 € ,0.00 €, € 33.83 ,3,,0,3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,264,Lagrein,2019,Lagrein Ottanta,Egger ramer,Bozen,WS, 30.00 € , 30.00 € , 6.00 € , 66.00 € , 66.00 € , 66.00 € , 60.39 € ,0.00 €, € 11.00 ,3,10,7,6 ,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,1,,,,,,,
,265,Lagrein,2021,Lamarein Magnum,Erbhof Unterganzner,Bozen,WS/O, 94.00 € , 90.00 € , 18.40 € , 202.40 € , 202.00 € , 260.00 € , 189.22 € ,58.00 €, € 43.33 ,0,3,2,1 ,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
